id,name,ride,goff,lat,lon,demand,cityhall,samsan,taehwagang,ulsanuniv,hhi,uuh,ktx,eonyang,min_to_any,mean_to_centers,n_within
E0000,학성공원,1737,992,35.55658155,129.3380908,2729,21.0,22.0,26.0,36.0,52.0,62.0,78.0,88.0,21.0,48.125,4
E0001,선거관리위원회,441,112,35.55548744,129.3322482,553,20.0,23.0,29.0,36.0,55.0,66.0,78.0,87.0,20.0,49.25,4
E0002,학성배수장,135,76,35.55179813,129.3324074,211,19.0,26.0,29.0,35.0,55.0,68.0,77.0,88.0,19.0,49.625,4
E0003,옥성초등학교,280,87,35.55250827,129.3360308,367,23.0,24.0,28.0,37.0,52.0,64.0,79.0,90.0,23.0,49.625,4
E0004,남운학성타운,21,15,35.55781913,129.3312257,36,24.0,25.0,31.0,39.0,56.0,66.0,79.0,91.0,24.0,51.375,4
E0005,복산성당,29,18,35.55848198,129.3289798,47,23.0,25.0,32.0,38.0,58.0,69.0,77.0,90.0,23.0,51.5,4
E0006,울산교회,114,29,35.55908691,129.3278326,143,21.0,25.0,32.0,36.0,58.0,69.0,76.0,88.0,21.0,50.625,4
E0007,신중앙시장,315,106,35.55518241,129.328481,421,18.0,22.0,29.0,33.0,56.0,67.0,75.0,86.0,18.0,48.25,4
E0008,중앙전통시장,340,338,35.55529926,129.3258299,678,17.0,21.0,28.0,33.0,56.0,66.0,73.0,83.0,17.0,47.125,4
E0009,구역전시장,599,199,35.55809068,129.3274759,798,23.0,26.0,33.0,39.0,59.0,69.0,78.0,89.0,23.0,52.0,4
E0010,한국건강관리협회,389,139,35.55745111,129.3263107,528,22.0,22.0,29.0,38.0,58.0,68.0,77.0,88.0,22.0,50.25,4
E0011,현대자동차,17,10,35.54215549,129.3851753,27,45.0,38.0,26.0,61.0,27.0,37.0,99.0,111.0,26.0,55.5,5
E0012,중앙동행정복지센터,49,7,35.55721299,129.3239939,56,21.0,25.0,32.0,37.0,59.0,70.0,76.0,89.0,21.0,51.125,4
E0013,홈플러스중구점,1332,417,35.5637782,129.3349917,1749,24.0,25.0,31.0,41.0,56.0,66.0,81.0,93.0,24.0,52.125,4
E0014,울산MBC,587,113,35.56296231,129.3335414,700,22.0,26.0,33.0,38.0,60.0,70.0,79.0,91.0,22.0,52.375,4
E0015,계비고개,83,41,35.5602968,129.329126,124,21.0,25.0,32.0,37.0,60.0,71.0,77.0,89.0,21.0,51.5,4
E0016,복산동행정복지센터앞,234,40,35.56315863,129.3258185,274,23.0,31.0,37.0,37.0,62.0,72.0,72.0,85.0,23.0,52.375,4
E0017,동덕현대복산아이파크,299,38,35.56535894,129.3287443,337,28.0,31.0,34.0,42.0,58.0,69.0,77.0,90.0,28.0,53.625,4
E0018,남운아파트,168,34,35.56749008,129.3300814,202,29.0,30.0,34.0,44.0,58.0,68.0,79.0,91.0,29.0,54.125,4
E0019,중구청,692,188,35.56729488,129.3330448,880,28.0,29.0,32.0,41.0,56.0,65.0,79.0,91.0,28.0,52.625,4
E0020,한국전기안전공사,81,15,35.56680248,129.3246236,96,26.0,35.0,40.0,38.0,67.0,77.0,76.0,88.0,26.0,55.875,4
E0021,도화골입구,45,9,35.56854052,129.3279423,54,27.0,35.0,39.0,40.0,65.0,74.0,78.0,90.0,27.0,56.0,4
E0022,울산고등학교,62,14,35.56222869,129.3305538,76,26.0,29.0,35.0,41.0,60.0,71.0,80.0,92.0,26.0,54.25,4
E0023,복산아이파크,9,6,35.56347348,129.3294631,15,26.0,31.0,36.0,41.0,62.0,74.0,80.0,92.0,26.0,55.25,4
E0024,동덕현대아파트,143,9,35.56475894,129.3271867,152,27.0,33.0,38.0,41.0,62.0,72.0,78.0,91.0,27.0,55.25,4
E0025,동광약국,13,1,35.56352663,129.3260797,14,26.0,33.0,38.0,40.0,63.0,72.0,76.0,89.0,26.0,54.625,4
E0026,복산초등학교,12,0,35.55918027,129.3232618,12,23.0,29.0,36.0,38.0,60.0,71.0,77.0,88.0,23.0,52.75,4
E0027,울산시립미술관,170,54,35.55744577,129.3228782,224,22.0,27.0,34.0,36.0,61.0,71.0,75.0,88.0,22.0,51.75,4
E0028,성안입구,357,237,35.5625956,129.3190349,594,19.0,33.0,38.0,34.0,64.0,73.0,73.0,84.0,19.0,52.25,4
E0029,북정아파트,115,63,35.56252835,129.322555,178,23.0,34.0,38.0,37.0,64.0,73.0,74.0,86.0,23.0,53.625,4
E0030,옥교동,954,366,35.55562965,129.323634,1320,22.0,24.0,30.0,37.0,56.0,67.0,78.0,91.0,22.0,50.625,4
E0031,풍적맨션,142,77,35.55202006,129.3276672,219,18.0,26.0,31.0,34.0,59.0,67.0,75.0,85.0,18.0,49.375,4
E0032,번영교입구,385,106,35.55442584,129.3237293,491,18.0,19.0,26.0,35.0,57.0,68.0,74.0,87.0,18.0,48.0,4
E0033,번영로입구,373,146,35.5557057,129.3240426,519,21.0,24.0,30.0,37.0,57.0,68.0,78.0,90.0,21.0,50.625,4
E0034,성남동,1911,687,35.55302175,129.3190518,2598,12.0,25.0,30.0,28.0,61.0,72.0,69.0,80.0,12.0,47.125,4
E0035,태화루사거리,925,542,35.55299612,129.3103981,1467,10.0,25.0,31.0,26.0,59.0,70.0,67.0,76.0,10.0,45.5,4
E0036,성남프라자,625,423,35.55417521,129.3177796,1048,17.0,25.0,31.0,32.0,58.0,67.0,73.0,83.0,17.0,48.25,4
E0037,강변공영주차장,96,21,35.552359,129.3207467,117,17.0,25.0,32.0,32.0,61.0,70.0,72.0,82.0,17.0,48.875,4
E0038,국민은행사거리,8,6,35.55503388,129.3174445,14,19.0,29.0,34.0,34.0,61.0,71.0,75.0,85.0,19.0,51.0,4
E0039,시계탑사거리,223,92,35.55508709,129.3207105,315,19.0,24.0,31.0,34.0,59.0,69.0,75.0,86.0,19.0,49.625,4
E0040,문화의거리,161,15,35.55606101,129.3211014,176,21.0,25.0,32.0,34.0,60.0,71.0,76.0,85.0,21.0,50.5,4
E0041,국민은행,92,9,35.55548188,129.318472,101,18.0,27.0,34.0,32.0,60.0,71.0,74.0,85.0,18.0,50.125,4
E0042,양사초등학교,135,36,35.55778567,129.317775,171,21.0,31.0,38.0,36.0,64.0,74.0,77.0,88.0,21.0,53.625,4
E0043,향교,415,164,35.56006288,129.315795,579,15.0,31.0,37.0,31.0,64.0,73.0,72.0,82.0,15.0,50.625,4
E0044,근로복지공단.산업인력공단,288,77,35.56477018,129.3137679,365,24.0,36.0,42.0,35.0,69.0,79.0,72.0,83.0,24.0,55.0,4
E0045,성안고가하부도로,129,53,35.56498695,129.3177934,182,22.0,35.0,41.0,33.0,67.0,76.0,73.0,84.0,22.0,53.875,4
E0046,궁도장,10,6,35.56817504,129.3153019,16,24.0,38.0,44.0,39.0,72.0,81.0,79.0,89.0,24.0,58.25,4
E0047,목살골목입구,174,53,35.55711824,129.3159684,227,19.0,30.0,37.0,34.0,63.0,74.0,74.0,84.0,19.0,51.875,4
E0048,향교삼거리,4,0,35.55922498,129.314946,4,18.0,31.0,38.0,33.0,64.0,73.0,74.0,85.0,18.0,52.0,4
E0049,우정동행정복지센터입구,257,112,35.55586922,129.3114468,369,15.0,30.0,35.0,29.0,62.0,74.0,69.0,77.0,15.0,48.875,4
E0050,우정선경아파트,717,201,35.55817021,129.3123538,918,17.0,32.0,38.0,31.0,66.0,76.0,71.0,81.0,17.0,51.5,4
E0051,한국석유공사,199,63,35.5639475,129.3090948,262,24.0,37.0,43.0,34.0,72.0,81.0,70.0,84.0,24.0,55.625,4
E0052,우정아이파크,138,33,35.56055984,129.3102036,171,22.0,36.0,42.0,36.0,69.0,79.0,74.0,85.0,22.0,55.375,4
E0053,성남동매일마트,5,10,35.55575354,129.3175984,15,18.0,27.0,34.0,33.0,60.0,71.0,75.0,85.0,18.0,50.375,4
E0054,동명그린빌,0,4,35.55886502,129.313374,4,19.0,34.0,40.0,34.0,66.0,76.0,74.0,86.0,19.0,53.625,4
E0055,우정공원앞,10,2,35.56061731,129.3114381,12,22.0,36.0,42.0,35.0,70.0,79.0,75.0,88.0,22.0,55.875,4
E0056,우정선경1차아파트,47,7,35.55894111,129.3110724,54,18.0,32.0,39.0,34.0,67.0,76.0,73.0,85.0,18.0,53.0,4
E0057,우정시장,187,83,35.55593536,129.3102522,270,15.0,29.0,36.0,29.0,63.0,73.0,71.0,82.0,15.0,49.75,4
E0058,우정2공영주차장,26,4,35.55549242,129.3149755,30,19.0,30.0,36.0,33.0,62.0,73.0,75.0,84.0,19.0,51.5,4
E0059,축산농협,109,62,35.55673077,129.3066793,171,18.0,31.0,38.0,29.0,67.0,77.0,70.0,81.0,18.0,51.375,4
E0060,강원마트,4,0,35.55632279,129.3139792,4,19.0,32.0,38.0,34.0,63.0,74.0,75.0,84.0,19.0,52.375,4
E0061,솔밭가든,82,10,35.58142182,129.3207443,92,34.0,46.0,52.0,40.0,81.0,89.0,82.0,93.0,34.0,64.625,2
E0062,성안청구아파트,349,28,35.57998767,129.3165143,377,33.0,45.0,51.0,40.0,78.0,87.0,81.0,92.0,33.0,63.375,3
E0063,백양초등학교,342,77,35.5764893,129.3173436,419,31.0,44.0,50.0,38.0,79.0,87.0,79.0,91.0,31.0,62.375,3
E0064,경찰청,322,55,35.57233827,129.3148189,377,29.0,42.0,48.0,38.0,75.0,85.0,80.0,90.0,29.0,60.875,3
E0065,백양사,97,23,35.5742986,129.3121451,120,32.0,44.0,51.0,38.0,79.0,88.0,78.0,90.0,32.0,62.5,3
E0066,국토정보공사,382,71,35.57535673,129.3088403,453,35.0,46.0,52.0,38.0,80.0,89.0,78.0,90.0,35.0,63.5,2
E0067,금호아파트,118,23,35.57534177,129.3051936,141,36.0,45.0,51.0,37.0,80.0,87.0,76.0,86.0,36.0,62.25,3
E0068,길촌입구,7,7,35.57267055,129.3011823,14,33.0,45.0,50.0,32.0,76.0,85.0,74.0,84.0,32.0,59.875,3
E0069,안전보건공단.동서발전,179,70,35.56597471,129.3205525,249,23.0,33.0,40.0,35.0,67.0,76.0,75.0,88.0,23.0,54.625,4
E0070,성안청구아파트입구,41,21,35.57998767,129.3165143,62,32.0,45.0,51.0,40.0,79.0,89.0,82.0,93.0,32.0,63.875,3
E0071,성안파출소,10,8,35.58063584,129.322982,18,37.0,50.0,56.0,45.0,84.0,93.0,87.0,98.0,37.0,68.75,2
E0072,성안종점,14,3,35.5625956,129.3190349,17,19.0,33.0,39.0,33.0,65.0,75.0,73.0,84.0,19.0,52.625,4
E0073,내약마을,6,1,35.5828822,129.3258493,7,46.0,56.0,61.0,54.0,88.0,98.0,95.0,107.0,46.0,75.625,0
E0074,약사동,0,2,35.5812245,129.3194324,2,36.0,49.0,55.0,44.0,82.0,92.0,84.0,96.0,36.0,67.25,2
E0075,함월구민운동장,34,2,35.57782005,129.3059518,36,41.0,50.0,57.0,44.0,84.0,92.0,83.0,95.0,41.0,68.25,2
E0076,성안금호아파트,109,9,35.5758149,129.3062525,118,36.0,48.0,54.0,37.0,80.0,89.0,78.0,88.0,36.0,63.75,2
E0077,G마트,43,5,35.57749876,129.3110363,48,38.0,51.0,57.0,44.0,84.0,94.0,84.0,96.0,38.0,68.5,2
E0078,신안골드빌,13,6,35.57917208,129.3128063,19,38.0,51.0,57.0,45.0,84.0,93.0,87.0,97.0,38.0,69.0,2
E0079,방송대후문,10,3,35.57936153,129.3143165,13,37.0,50.0,56.0,44.0,82.0,92.0,85.0,96.0,37.0,67.75,2
E0080,애니원고등학교,50,7,35.57823727,129.3204694,57,35.0,47.0,54.0,45.0,82.0,92.0,85.0,96.0,35.0,67.0,2
E0081,장애인종합복지관,89,10,35.57731119,129.3217602,99,36.0,50.0,56.0,46.0,82.0,91.0,87.0,98.0,36.0,68.25,1
E0082,시립요양원,44,4,35.57584933,129.3207277,48,34.0,46.0,52.0,43.0,80.0,89.0,84.0,96.0,34.0,65.5,2
E0083,편의점,22,4,35.57466018,129.3199077,26,34.0,47.0,54.0,44.0,80.0,89.0,84.0,93.0,34.0,65.625,2
E0084,라이온스,27,13,35.57368945,129.3184084,40,32.0,45.0,51.0,42.0,78.0,89.0,84.0,95.0,32.0,64.5,3
E0085,풍암마을,2,0,35.58965575,129.2912898,2,54.0,69.0,74.0,64.0,100.0,107.0,104.0,113.0,54.0,85.625,0
E0086,풍암마을입구,2,1,35.58965575,129.2912898,3,60.0,73.0,79.0,68.0,106.0,116.0,104.0,115.0,60.0,90.125,0
E0087,성동마을회관,2,0,35.58692144,129.3031742,2,54.0,68.0,74.0,60.0,100.0,109.0,99.0,111.0,54.0,84.375,0
E0088,돌담집,1,0,35.58320101,129.3062073,1,50.0,62.0,68.0,55.0,95.0,105.0,94.0,106.0,50.0,79.375,0
E0089,KCC인테리어,3,0,35.57938178,129.3233746,3,37.0,50.0,57.0,48.0,84.0,92.0,89.0,101.0,37.0,69.75,1
E0090,최제우유허지입구,76,16,35.56220892,129.2906568,92,31.0,44.0,49.0,30.0,77.0,86.0,69.0,81.0,30.0,58.375,3
