stop_name,lat,lon,boardings,alightings
괴천다리,35.447653,129.17434,2,0
고연국밥,35.445561,129.17339,16,8
관동,35.443762,129.173294,5,0
한일금속,35.439314,129.175888,2,4
케이엠씨,35.434738,129.176758,4,0
반계입구,35.449494,129.160166,2,0
반계,35.449494,129.160166,5,0
하대마을,35.450227,129.201251,31,6
중대마을,35.4445,129.197396,33,8
울산컨트리클럽,35.436716,129.190483,0,2
대복입구울산예고,35.484109,129.217036,322,93
신진자동차학원,35.480776,129.219275,13,10
오복마을,35.475007,129.219504,81,19
대복입구,35.484792,129.216838,67,25
한솔그린빌,35.490115,129.212398,328,31
당고개,35.508034,129.197313,5,1
신토불이,35.492477,129.21135,7,0
대복구판장,35.487781,129.213899,12,3
오복회관,35.473599,129.221577,3,2
박제상유적지,35.65382,129.230024,2,0
옷밭,35.654884,129.234105,3,0
칠조회관,35.648132,129.235478,5,0
밤골마을,35.640591,129.228058,3,0
화전교회,35.653607,129.226329,1,0
비조,35.646942,129.23293,1,0
이전마을,35.643288,129.228035,3,1
율림,35.638269,129.224375,4,1
두동면행정복지센터,35.654519,129.201275,23,5
대밀사거리,35.655746,129.199174,5,1
허지기,35.666929,129.215403,0,1
문화촌입구,35.670455,129.227663,8,0
당산,35.535995,129.010951,5,0
주원마을,35.664085,129.199894,7,0
두동대밀,35.660207,129.201593,3,0
홍골,35.650894,129.205768,1,0
유지터,35.687008,129.227304,3,0
상월평,35.688574,129.224643,1,1
월평회관,35.695313,129.212117,2,0
하월평,35.698568,129.209138,7,0
상월평입구,35.688574,129.224643,1,0
한들,35.691108,129.217742,1,0
두동양지,35.651449,129.220203,1,0
당지,35.651666,129.223084,2,0
당지마을,35.653031,129.224832,4,0
활천입구,35.709683,129.195681,6,1
봉계,35.713857,129.197825,60,15
계당마을회관,35.70988,129.20275,3,1
두동농공단지,35.704452,129.206611,1,0
봉월초등학교,35.701351,129.207624,3,0
구량천전,35.616907,129.149287,9,2
반구대입구,35.614057,129.147603,4,0
대곡박물관,35.618806,129.168339,1,0
울산암각화박물관,35.608585,129.170089,0,3
은편삼거리,35.634121,129.218768,9,0
장성마을,35.648481,129.212248,4,3
신기,35.63138,129.219545,12,1
은편중리,35.636288,129.217495,3,1
은편하리회관,35.638887,129.216246,6,1
아래하리,35.645809,129.21082,3,1
박제상유적지입구,35.65382,129.230024,1,0
장성,35.641364,129.214313,22,3
상차리,35.639721,129.117785,6,0
중차리,35.636496,129.122378,2,0
중하차리,35.635544,129.124323,2,0
하차리,35.632283,129.126947,15,0
진현,35.610826,129.146591,3,0
중리마을,35.622098,129.138356,1,0
중리,35.623944,129.136721,2,0
음지,35.703189,129.163363,1,0
양지,35.70388,129.166411,3,0
미호입구(하동),35.674179,129.176868,0,1
미호,35.674179,129.176868,15,0
미호중동,35.67918,129.172098,2,0
상동회관,35.685878,129.163203,9,0
KCC산업단지입구,35.703451,129.195293,3,0
가정마을,35.694013,129.194038,1,0
도성암,35.700663,129.195303,1,0
활천마을,35.706222,129.188178,2,0
내와,35.691955,129.12161,4,2
외와,35.700692,129.115305,4,0
중점,35.704684,129.12924,1,0
전읍,35.662737,129.172697,9,0
두서농공단지,35.668062,129.17426,3,1
유촌입구,35.665385,129.173732,2,0
인보,35.642921,129.160544,49,4
두서면행정복지센터,35.645439,129.160907,4,2
두동입구,35.653028,129.166569,2,0
두광중학교,35.656393,129.169008,13,0
상선필,35.663704,129.124696,1,0
서하,35.638723,129.158214,10,1
대정,35.635026,129.158278,7,2
대리,35.592781,129.108624,13,0
명동,35.590734,129.106325,1,0
상북면행정복지센터,35.591032,129.089244,137,22
경의고등학교,35.58784,129.093142,137,9
궁평마을,35.597117,129.085692,7,3
울산과학고,35.596878,129.099986,1,0
도동마을,35.592103,129.09476,4,0
지화,35.579914,129.091804,10,2
큰나무놀이터,35.584353,129.084813,6,2
후리,35.579812,129.085351,17,2
오산회관,35.585351,129.083396,3,0
이천마을입구,35.544398,129.013306,3,0
이천분교,35.540471,129.012824,2,0
신불산자연휴양림,35.551031,129.014849,2,0
배내정상,35.579231,129.028145,2,2
내리정마을,35.56074,129.020993,0,2
석남사,35.617827,129.039428,62,16
살티,35.612092,129.040919,0,2
삽재,35.632163,129.055042,7,0
소야정,35.617359,129.056048,15,3
행정,35.616382,129.046328,24,2
소야정교,35.616697,129.059974,5,1
사광,35.573824,129.084243,2,0
명촌,35.557756,129.357004,3,0
천전회관,35.57041,129.100618,5,0
세원울산영업소,35.574154,129.097027,1,1
지곡,35.58809,129.060871,14,0
양등마을,35.600333,129.076648,4,1
텃걸마을입구,35.597351,129.075299,0,2
거리동회관,35.59003,129.07647,10,1
신기입구,35.63138,129.219545,63,5
궁근정,35.616852,129.06694,23,4
삼진아파트,35.618365,129.073692,3,1
동호그린코아,35.618363,129.071814,12,0
진우훼미리아파트,35.61623,129.072728,5,0
상북농공단지,35.611244,129.074777,21,7
양등입구,35.600707,129.081608,33,12
찬물내기,35.601189,129.079578,32,21
양동,35.46694,129.292474,1,1
면허시험장,35.578063,129.100277,70,15
상북중학교,35.582746,129.098866,66,3
청구골든,35.572108,129.107427,29,1
능산,35.575657,129.104083,6,2
향산,35.585818,129.096444,12,2
태종,35.695493,129.080507,2,0
태종잿골,35.693213,129.083142,2,0
소호,35.669829,129.086114,7,0
와리,35.669095,129.079023,1,0
자수정동굴입구,35.553266,129.093152,2,1
간월입구,35.557167,129.072584,8,2
신불산온천,35.554612,129.0767,1,1
간월사앞,35.554852,129.074778,0,2
복합웰컴센터,35.555409,129.069731,10,2
등억,35.555829,129.086987,7,0
하작,35.520368,129.17923,9,0
지랑,35.498489,129.124241,7,0
조일입구,35.498536,129.112807,2,1
조일,35.498536,129.112807,1,0
하늘공원,35.469652,129.136059,19,0
자연장지,35.469826,129.136285,1,0
출강,35.5151,129.166242,1,0
출강입구,35.5151,129.166242,2,0
상작,35.516483,129.184595,3,0
작동마을,35.512487,129.185953,7,0
산현,35.489245,129.178131,6,1
내외양,35.506621,129.137582,4,0
삼동면민운동장,35.503544,129.131685,4,0
보은,35.509398,129.143449,13,0
사촌(삼동면사무소),35.520788,129.156826,2,0
왕방,35.514175,129.155702,1,0
하잠,35.52362,129.162286,4,0
삼동초등학교,35.523421,129.158132,6,1
사촌,35.520788,129.156826,9,0
금곡,35.511873,129.149383,1,1
왕방입구,35.514175,129.155702,1,0
왕방마을,35.51529,129.158925,1,0
금곡경로당,35.502634,129.140791,3,0
금곡마을회관,35.50801,129.1496,2,0
