stop_name,lat,lon,boardings,alightings
매곡푸르지오1차,35.645959,129.352569,243,47
매곡119안전센터,35.648203,129.359164,15,11
매곡종점,35.639337,129.36366,162,19
평해사입구,35.648008,129.365293,5,3
일신정밀,35.645964,129.363538,5,0
(주)리한,35.643817,129.365343,1,1
매곡휴먼시아,35.643355,129.350844,192,43
중산초등학교,35.650563,129.351804,53,24
매곡,35.639337,129.36366,14,3
연지암입구,35.64241,129.365326,4,5
자동차부품혁신센터,35.650005,129.363509,5,0
매곡중학교,35.645098,129.34973,5,1
광장교회,35.641752,129.357552,7,13
마동,35.638861,129.362288,1,1
신기회관,35.644854,129.35654,10,6
현대파크맨션,35.64575,129.354485,9,5
가대입구,35.611098,129.311564,2,0
가대구회관,35.609135,129.31168,8,0
가대회관,35.604459,129.314191,9,0
버덩길,35.6062,129.312246,0,1
대방마을입구,35.619575,129.312216,1,0
신천,35.631659,129.350679,1667,495
농소2동행정복지센터,35.638598,129.34681,766,386
천곡사거리,35.639346,129.34512,12,35
농소농협하나로마트,35.634721,129.349418,5,8
와우시티교,35.63858,129.352654,2,1
원동현대아파트,35.632792,129.345234,24,8
엠코타운,35.644031,129.347138,15,2
신천리플렉스,35.635086,129.355474,4,1
약수마을,35.646477,129.342893,193,35
화정마을,35.65724,129.340833,193,45
이화마을,35.661709,129.339344,549,113
메아리학교,35.665217,129.339464,69,14
약수윗마을,35.651858,129.351944,125,28
U스타시티일동미라주,35.6523,129.353823,184,25
약수제일아파트,35.647971,129.342644,0,3
오토밸리줌파크,35.654035,129.348956,148,9
중산중앙로교차로,35.653076,129.351213,12,0
홈플러스북구점,35.629113,129.345266,118,87
쌍용아진그린타운1차,35.629334,129.341225,302,59
쌍용아진그린타운2차,35.630266,129.339986,417,82
샛터,35.615591,129.338163,3,0
상안마을,35.621694,129.337427,4,0
양지마을,35.624646,129.331985,1,0
동산,35.616179,129.329847,9,0
상안마을회관,35.621694,129.337427,6,0
쌍용아진그린타운4차,35.631416,129.335337,119,60
쇠부리체육센터,35.636314,129.333592,103,8
천곡마을입구,35.63911,129.330387,140,23
대동아파트입구,35.638991,129.327359,150,23
벽산블루밍,35.637296,129.328939,65,10
달천아이파크1차,35.634251,129.329766,124,39
상안초등학교,35.63353,129.334711,346,27
쌍용아진그린타운3차,35.630683,129.335878,384,31
황토방아파트,35.638965,129.325658,66,2
대동아파트,35.638991,129.327359,101,2
일지리버아파트,35.639001,129.338662,11,2
선창골,35.647833,129.323361,5,0
천곡,35.645796,129.325821,3,0
천곡회관,35.642738,129.329351,12,0
정안요양병원,35.653976,129.313901,1,1
달천아이파크2차,35.632955,129.328256,328,56
그린카운티입구,35.630493,129.325386,38,10
달천회관,35.630361,129.314804,32,3
달천농공단지입구,35.631327,129.316685,49,1
그린카운티2차,35.63264,129.32498,9,1
창좌입구,35.607781,129.344488,8,1
성혜마을,35.596309,129.345225,13,1
달곡마을,35.604687,129.432772,33,10
주렴,35.608228,129.437125,3,2
달곡마을회관,35.608352,129.426511,1,0
제전마을,35.605151,129.457688,13,0
제전입구,35.60686,129.457117,4,0
복성마을,35.608232,129.456029,4,1
판지마을,35.612242,129.455939,11,0
강동해수탕,35.613539,129.450457,4,2
정자,35.615551,129.447535,34,33
아진비치아파트,35.619482,129.447321,33,7
북정자,35.621284,129.446071,10,5
정자삼거리,35.615551,129.447535,146,7
강동동행정복지센터,35.613255,129.445528,14,3
대안입구,35.648095,129.422527,31,8
신명마을,35.382617,129.155101,24,2
신명(달맞이휴게소),35.64757,129.445575,10,0
신명휴게소,35.651406,129.448132,1,0
공암입구,35.530354,129.102433,9,1
대안,35.648095,129.422527,17,3
금천마을입구,35.580245,129.452222,12,1
금천마을,35.580245,129.452222,8,0
튜릭아트박물관,35.581823,129.455384,8,0
당사마을,35.585322,129.455893,14,1
당사군부대,35.585958,129.461999,1,1
우가마을,35.593995,129.462281,8,0
윗우가마을,35.597544,129.462973,7,0
우가축양장,35.602298,129.462147,0,1
구남마을,35.592257,129.429834,11,1
신전마을,35.598141,129.430747,3,1
웰빙숲체험마을,35.589982,129.424701,0,2
산음,35.624201,129.443398,89,29
푸르지오2차,35.624752,129.438882,295,40
강동중학교,35.628587,129.437665,12,1
강동초등학교,35.631909,129.437008,22,7
강동서희스타힐스,35.636352,129.437627,306,47
푸르지오1차,35.637057,129.435769,43,3
산하,35.628706,129.441147,18,3
화암입구,35.478239,129.412256,28,4
군부대,35.637895,129.440261,20,2
산하사거리,35.623954,129.440681,1,0
산하중앙사거리,35.636084,129.438799,55,5
스포츠과학중고교,35.624748,129.433515,1,0
성골마을,35.572232,129.451915,12,2
구암마을,35.57519,129.452369,18,4
금천마을회관,35.579862,129.450064,14,3
마애사,35.577694,129.438366,9,1
왕바우,35.57799,129.432709,1,0
황토전경로당,35.579519,129.431753,2,0
황토전,35.580989,129.430437,0,1
복골마을,35.582296,129.429918,1,0
현대자동차명촌정문,35.542155,129.385175,262,110
평창리비에르아파트,35.551032,129.358767,751,209
명촌차고지(종점),35.552362,129.360579,62,99
평창리비에르3차,35.55338,129.354475,188,17
강변효성해링턴,35.556891,129.353473,38,5
명촌차고지(기점),35.552362,129.360579,354,5
평창리비에르,35.55338,129.354475,247,35
효문사거리,35.561309,129.36357,357,240
농심메가마트,35.560876,129.356048,1361,503
진장중학교,35.563892,129.357148,33,7
한성미트뱅크,35.568115,129.356863,36,18
차량등록사업소입구,35.570591,129.355874,155,66
울산우편집중국,35.573472,129.356534,54,32
롯데마트진장점,35.5759,129.356723,261,111
농수산물종합유통센터정문,35.58052,129.35776,340,161
명촌동입구,35.557756,129.357004,37,32
차량등록사업소,35.570591,129.355874,21,8
우정교회,35.559702,129.357185,45,35
명촌동,35.557756,129.357004,50,27
메가마트,35.547711,129.115216,229,48
원연암마을,35.573877,129.363486,11,1
연암사거리,35.576072,129.363196,18,10
덕양산업,35.579647,129.363033,31,24
LG진로아파트,35.585869,129.366089,379,100
화봉시장,35.588369,129.365448,1740,696
농수산물종합유통센터후문,35.58052,129.35776,177,94
북구청남문,35.580659,129.361342,822,396
연암,35.580478,129.369183,17,11
연암동,35.5828,129.369174,100,15
연암초등학교,35.586,129.370203,106,32
무룡고등학교,35.586329,129.359169,90,73
북구청앞,35.582483,129.359906,362,171
상방마을,35.581112,129.36589,16,4
모듈화산업단지입구,35.577939,129.374382,35,9
효문동행정복지센터,35.577936,129.360578,16,13
울산경제일자리진흥원,35.571534,129.361007,73,25
에프유,35.581056,129.375445,0,2
오에스,35.582901,129.374474,1,0
상연암,35.578173,129.376494,8,0
연암배면교차로,35.577459,129.369976,4,2
삼주기업,35.576522,129.366122,2,0
효정고등학교입구,35.560418,129.372658,311,62
효문입구,35.561951,129.371399,1,3
효문초등학교,35.565185,129.370642,8,2
SJG세종,35.56945,129.367571,84,21
대신강업,35.571452,129.367066,43,14
합동공업사,35.561007,129.368098,124,26
영산공업사,35.560589,129.36928,101,34
현대출고교차로,35.560553,129.37668,61,16
효문교차로,35.571987,129.374272,31,16
센트랄,35.572457,129.376351,4,0
진우,35.571628,129.376986,1,0
금강기계공업,35.564292,129.377063,1,0
시민의발서비스,35.565355,129.367676,4,4
현대자동차4공장,35.540241,129.386322,962,204
현대자동차정문,35.542155,129.385175,962,187
양정힐스테이트,35.550766,129.382709,620,101
현대자동차2공장,35.552756,129.381424,279,78
아랫율동,35.556744,129.379384,350,69
현대출고사무소,35.559674,129.37559,1065,144
화봉중학교,35.588184,129.359971,604,246
울산공항,35.592766,129.357506,1604,1008
화봉초등학교,35.595881,129.366655,480,102
한라비발디,35.598041,129.366501,46,20
송정LH1단지,35.599469,129.366241,26,39
금강펜테리움,35.598034,129.366286,171,12
화봉휴먼시아2단지,35.594012,129.367681,100,6
화봉쌍용예가,35.593777,129.367565,41,17
한라비발디정문,35.598041,129.366501,6,6
화봉고등학교,35.593833,129.369909,56,14
울산송정푸르지오,35.599727,129.37056,46,2
울산북부경찰서,35.597996,129.371118,6,5
울산공항정문,35.592766,129.357506,8,11
화봉휴먼시아3단지,35.593938,129.365717,91,10
송정동행정복지센터,35.592585,129.365025,15,6
송정초등학교,35.590765,129.365102,14,3
동아청구아파트앞,35.588666,129.366092,99,28
반도유보라정문,35.603555,129.367745,446,50
송정하우스디,35.603751,129.365226,98,33
호반베르디움,35.603779,129.360891,135,34
지당마을,35.603216,129.355175,23,11
유아교육진흥원,35.604928,129.353844,36,37
곡리마을,35.60567,129.365864,135,34
북부소방서,35.60674,129.368823,57,12
송정동,35.601353,129.355194,2,8
제일풍경채,35.604704,129.369612,37,9
제일풍경채정문,35.604704,129.369612,115,9
반도유보라,35.603555,129.367745,42,14
박상진의사송정역사공원,35.602564,129.360827,103,13
고헌중학교,35.599383,129.36165,9,5
한양수자인,35.602392,129.363219,75,16
고헌초등학교,35.601304,129.370516,3,8
금강펜테리움2차,35.60358,129.366335,17,3
성내,35.525782,129.399189,428,112
염포동,35.528305,129.396372,222,60
성원상떼빌,35.53113,129.393123,1145,171
신전,35.534709,129.389447,889,153
자동차선적장2,35.524465,129.391231,51,17
자동차선적장1,35.523587,129.391478,27,15
공단중기,35.438726,129.331277,40,6
백골부대성역지,35.434672,129.324363,11,23
제일물산입구,35.428182,129.337509,11,5
산성마을,35.428412,129.328809,10,3
LG온산공장,35.428179,129.333272,6,3
용안사,35.410321,129.311215,0,1
삼평초등학교,35.405646,129.322492,11,2
영묘사,35.400418,129.326714,4,0
삼평마을,35.405639,129.323476,1,0
내회마을,35.406011,129.320553,1,0
상회회관,35.407254,129.315249,1,0
상회입구,35.407471,129.312494,1,0
강양,35.391746,129.345088,9,2
웃강양,35.393889,129.339537,15,0
하회마을,35.398567,129.332423,7,0
온산수질개선사업소,35.411101,129.35124,2,0
신한중공업,35.40594,129.348884,3,1
온산수질개선사업소정문,35.411101,129.35124,3,1
처용삼거리,35.467078,129.333377,1,1
볼보트럭울산사업소,35.466601,129.338043,9,6
지후,35.463352,129.339739,28,5
신일반산업단지입구,35.461844,129.338913,3,0
외황로입구,35.461878,129.334765,11,10
처용마을입구,35.466135,129.332315,50,14
처용고가교,35.469558,129.334647,2,0
S-oil동문입구,35.442572,129.35037,8,2
이영산업기계입구,35.437647,129.351219,12,4
세진중공업,35.423374,129.351231,49,16
이진마을입구,35.428817,129.351218,21,6
S-oil정문,35.446598,129.334379,227,16
화산119센터,35.441537,129.334464,15,7
S-oil후문,35.446598,129.334379,5,8
KG케미칼,35.432747,129.351491,2,2
한텍,35.417852,129.351233,7,6
코스모화학,35.417852,129.338234,9,2
한국제지,35.410542,129.346774,8,1
온산읍행정복지센터,35.434026,129.313143,520,162
온산우체국,35.433516,129.308558,166,70
온산중고등학교,35.440373,129.316283,23,4
온산문화체육센터,35.438035,129.314612,8,0
명봉마을,35.435551,129.313546,17,3
덕신소공원,35.432872,129.311153,159,71
진영프리텔,35.431325,129.309235,155,45
덕신대교,35.428966,129.305817,142,58
오산마을,35.444031,129.300505,3,4
동원아파트입구,35.439665,129.305969,90,10
동원아파트,35.439665,129.305969,178,44
울산기술공업고등학교앞,35.437215,129.308392,164,31
덕신초등학교,35.434757,129.305913,62,22
크로바강변빌라,35.427612,129.306422,16,7
해븐빌리지6차,35.426425,129.308709,37,6
무림피앤피사원주택,35.425601,129.311794,3,4
무궁화아파트,35.427591,129.311932,107,11
덕신입구,35.439596,129.284711,2,4
온산농협,35.433531,129.312248,6,1
동백아파트,35.440366,129.307792,3,0
소방서,35.433412,129.306207,18,6
한국제지사택,35.42999,129.311312,4,2
LS사택,35.430648,129.312969,2,0
울산기술공업고등학교,35.437215,129.308392,10,0
(주)TCT제2공장,35.461289,129.333938,69,9
회학마을입구,35.455742,129.333888,39,4
대한유화,35.451839,129.334082,49,4
거남마을,35.454493,129.318623,0,2
협진ENG,35.44951,129.317728,0,2
장촌상리,35.549795,129.148859,5,5
공촌,35.549664,129.162781,27,4
대방아파트,35.549436,129.167105,66,4
반송,35.550178,129.170117,19,2
반천마을,35.553349,129.178678,25,3
효성앞,35.514856,129.359367,1,2
장촌,35.549046,129.151723,13,6
(주)SLT,35.564582,129.145634,3,2
반천현대아파트,35.558925,129.189997,205,26
반송교차로,35.551026,129.181779,9,3
반천현대아파트입구,35.558925,129.189997,11,9
미연,35.559454,129.184282,14,3
반천초등학교,35.556362,129.181323,41,9
반천,35.554256,129.178483,17,2
반곡초등학교,35.602753,129.139963,10,0
옥동,35.608056,129.144946,8,0
고하,35.604999,129.141889,5,0
다개입구,35.613378,129.122913,3,1
고속도휴게소,35.597124,129.136045,2,0
개말,35.602932,129.135447,1,0
울주도서관,35.558053,129.137268,35,10
어음리E편한세상,35.560142,129.134086,316,108
언양고등학교,35.560897,129.133034,74,9
언양자동차학원,35.556945,129.1396,3,15
언양임시시외터미널앞,35.562458,129.130056,92,34
양우내안애,35.58101,129.122733,304,27
언양하나로마트,35.573576,129.122865,3,1
고중마을,35.602628,129.129453,1,0
다개사입구,35.60579,129.12624,3,0
원평마을,35.609069,129.127517,2,0
갈전,35.617439,129.124799,2,0
다개,35.613378,129.122913,2,0
새말,35.611202,129.124159,1,0
정거리,35.59365,129.13432,4,1
관정마을,35.588514,129.131111,1,0
신화3길입구,35.585477,129.126806,2,0
신화(태기)입구,35.588523,129.133718,5,0
외골길,35.581786,129.137341,4,0
신흥마을회관,35.575078,129.133821,1,0
언양우체국,35.565512,129.124944,236,34
언양읍행정복지센터,35.569409,129.125062,43,20
경남아너스빌,35.571268,129.125375,183,18
동부주공,35.571826,129.12232,44,2
언양중학교,35.569944,129.127712,4,12
시장입구,35.564649,129.125739,109,90
언양읍성북문,35.570078,129.122377,86,17
언양복지회관,35.56985,129.126581,58,2
금성종합상사,35.570485,129.120441,7,3
농협중앙회,35.565122,129.123996,89,5
삼성아파트,35.56694,129.111861,169,35
경동청구,35.569528,129.108379,90,8
언양맨션,35.567302,129.117354,137,30
언양성당,35.568572,129.114898,121,11
언양전화국,35.566209,129.118995,50,20
언삼교사거리,35.564717,129.116008,0,1
울산축산회관,35.566114,129.117625,121,19
남천교사거리,35.563989,129.121294,2,2
혜원어린이집,35.566413,129.110063,1,0
영화루사거리,35.565065,129.122204,5,7
구.언양버스터미널,35.563142,129.127367,1501,412
언양알프스시장,35.563576,129.124748,19,15
남천교,35.563122,129.124058,155,62
언양알프스시장입구,35.563576,129.124748,26,16
울산과학기술원,35.573753,129.191777,941,209
태기마을,35.591469,129.146013,6,0
무동,35.564486,129.194084,5,3
온양하나로마트,35.408917,129.291412,220,24
울산온천,35.408064,129.294802,44,6
남부노인복지관,35.407706,129.297866,141,18
진동마을,35.397591,129.286787,1,0
럭키아파트,35.410347,129.28135,191,44
온양농협,35.409889,129.284142,292,57
솔밭마을,35.408695,129.288086,337,47
동호아파트,35.412387,129.280356,251,58
우주아파트,35.405636,129.286366,42,4
대우아파트,35.406881,129.286847,48,4
온남초등학교,35.406544,129.288224,8,0
대안현대아파트앞,35.412238,129.285059,6,2
원동마을,35.458666,129.290309,180,45
LX하우시스,35.454142,129.291494,65,20
망양마을,35.449986,129.295236,108,20
망양역,35.456389,129.288474,102,64
온양이편한세상,35.453253,129.297044,35,0
온양읍행정복지센터,35.419767,129.280777,42,39
남창,35.417157,129.280812,210,38
온양우체국,35.417069,129.281684,193,74
남창입구,35.417157,129.280812,46,8
남창역,35.419039,129.28196,6,1
남창중학교,35.419513,129.287907,88,11
동상회관,35.41911,129.290037,35,1
하서,35.414676,129.304929,7,1
중서,35.417489,129.297705,7,1
벌방,35.438778,129.227054,1,0
중광마을입구,35.439486,129.232034,3,0
내광가림지,35.431303,129.212759,1,2
내광종점,35.428515,129.209324,3,0
평광마을,35.432956,129.251988,1,0
외광마을,35.437026,129.241608,3,0
새각단,35.436726,129.244545,5,0
귀지마을,35.423736,129.266553,3,0
남창고등학교,35.416643,129.278337,238,54
대안사거리,35.414318,129.282636,131,22
대운산,35.395231,129.244926,5,0
상대마을,35.398345,129.250917,15,1
대운산제2주차장,35.400749,129.255384,1,0
하대음달,35.407213,129.264161,4,0
위드아파트,35.41559,129.274614,2,0
하대양달,35.409135,129.264093,3,0
온양체육공원,35.427015,129.280685,5,5
외고산옹기마을,35.433999,129.280799,28,3
외고산마을입구,35.429036,129.275043,1,0
내고산,35.443255,129.264498,4,1
중고산마을입구,35.429887,129.273316,2,0
울산과학기술원입구,35.573753,129.191777,59,31
사연,35.572354,129.202854,18,13
울산과학기술원정문,35.573753,129.191777,7,11
울산과학기술원후문,35.573753,129.191777,1,0
범서읍행정복지센터,35.56872,129.23095,191,87
천상1교사거리,35.568784,129.232227,90,58
천상고등학교,35.565401,129.222564,115,4
천상청구그린타운,35.5638,129.221851,160,17
천상중학교,35.562147,129.221968,103,11
천상청구제네스아파트,35.562138,129.223773,288,34
한라아파트,35.562516,129.22608,524,103
천상,35.563204,129.229306,498,104
범서초등학교,35.563727,129.231814,197,49
구.점촌교입구,35.56725,129.233532,2,2
진목회관,35.572369,129.208867,30,14
구영리입구,35.571389,129.232539,41,22
선바위교,35.576678,129.233629,15,10
입암,35.572432,129.225533,8,2
진목,35.572524,129.212653,8,5
선바위입구,35.581185,129.235115,1,1
선바위,35.581185,129.235115,0,1
울산상업고등학교,35.558624,129.254444,360,136
백천마을,35.559652,129.251497,7,5
구영교,35.560679,129.248535,47,33
굴화마을,35.557727,129.257706,303,94
농협하나로마트,35.557148,129.254763,64,26
장검중학교,35.554114,129.252962,223,39
문수산더샵정문,35.551292,129.251538,72,13
우림음악학원,35.554424,129.261548,3,0
월드메르디앙,35.55625,129.260251,1,1
문수산더샵후문,35.551292,129.251538,53,6
수필아파트,35.548612,129.25054,29,6
신동아파밀리에아파트,35.547324,129.248728,0,1
동문굿모닝힐,35.548938,129.251009,36,3
강변그린빌,35.557078,129.263347,119,13
내사,35.586938,129.266838,28,5
들꽃학습원,35.590945,129.269257,24,7
서사시티프라디움,35.593149,129.27469,30,9
신척과,35.598463,129.275187,1,1
들꽃학습원앞,35.590945,129.269257,0,1
새밭등,35.60667,129.280123,1,3
구룡삼거리,35.608935,129.279602,11,0
연동,35.604006,129.280419,3,0
구룡회관,35.612169,129.279847,3,2
먹골,35.625792,129.286493,10,1
왕걸,35.630155,129.288151,10,0
성산주유소,35.634443,129.287477,9,1
대신회관,35.643057,129.287314,9,1
천룡사,35.646484,129.286763,4,0
큰마을,35.637447,129.287882,8,0
방아다리마을,35.620678,129.286034,3,0
굿모닝힐,35.577778,129.239803,129,14
우미린1차,35.576183,129.242073,568,133
우미린2차.푸르지오2차,35.573149,129.241917,1189,239
범서파출소,35.571821,129.24393,314,67
주공1단지,35.569741,129.248212,451,96
대리마을,35.663418,129.171915,341,90
현대3차아파트,35.569854,129.241215,162,44
일신아파트,35.570416,129.239102,211,38
현대2차아파트,35.570724,129.235968,92,12
한신아파트,35.572574,129.241127,25,38
울주군국민체육센터,35.574911,129.243369,60,21
구영회차지(기점),35.563787,129.251374,18,1
구영종점(종점),35.560679,129.248535,0,3
지지마을허고개,35.625967,129.220938,10,1
지지,35.617991,129.226629,3,0
중리회관,35.600699,129.233298,1,0
범서중리,35.597715,129.233442,4,0
망성교,35.586243,129.231071,9,1
망성,35.589852,129.231109,3,0
욱실,35.58526,129.224632,4,1
농협척과지점,35.61316,129.276401,7,1
척과초등학교,35.614677,129.274627,7,3
반용회관,35.621136,129.268519,23,2
상동,35.623994,129.265941,22,0
반용종점,35.633016,129.257614,7,0
약불암,35.630585,129.25822,4,0
뒷농골,35.626583,129.263811,3,0
붉은밭골,35.622554,129.267378,1,0
홍상골,35.617582,129.271293,17,1
뉴시티에일린의뜰,35.482507,129.302426,95,14
뉴시티에일린의뜰2단지,35.48142,129.303112,93,12
덕정마을,35.485602,129.298647,21,7
뉴시티에일린의뜰1단지,35.482731,129.300741,21,4
청량초등학교,35.487589,129.298189,11,12
유림아파트,35.487732,129.29618,157,16
화정마을입구,35.65724,129.340833,2,2
동지마을,35.487238,129.283535,6,2
화정마을회관,35.489333,129.281085,5,0
중리입구,35.623944,129.136721,1,0
양동마을,35.46694,129.292474,17,10
수질연구소,35.464963,129.285748,4,0
양천마을회관,35.46831,129.28183,2,0
청량파출소,35.494691,129.305898,20,21
덕하한양수자인,35.489005,129.301709,248,67
신일해피트리,35.487395,129.302653,141,32
나슬공원,35.484473,129.303675,43,5
덕하공영차고지,35.47551,129.310488,142,109
덕하삼거리,35.494759,129.306365,10,28
덕하시장앞,35.491889,129.307195,231,153
청량중학교,35.487728,129.307744,124,45
상남,35.484743,129.308504,102,34
청백교앞,35.48162,129.309115,7,12
덕하교,35.48716,129.300214,2,3
송전1구경로당,35.487299,129.30691,7,2
청량중학교정문,35.487728,129.307744,17,4
상남골드클래스,35.483853,129.304635,2,0
덕하역,35.493502,129.303703,8,1
청량읍행정복지센터,35.492801,129.305956,1,1
개산교,35.495691,129.291813,0,1
진곡교,35.501301,129.286566,3,0
만주곡,35.509953,129.275727,2,1
진곡마을,35.50685,129.283481,1,0
울산구치소입구,35.528654,129.258926,22,9
수문마을회관,35.509113,129.265007,4,2
울산구치소,35.528654,129.258926,1,0
두현회관앞,35.526932,129.26011,6,1
두현교앞,35.522986,129.262426,6,0
죽전교,35.513957,129.272368,2,0
죽전마을,35.531381,129.010148,5,0
농업기술센터,35.522438,129.265742,1,0
반정삼거리,35.491998,129.229288,17,24
삼정초등학교,35.492069,129.232955,103,4
쌍용하나빌리지,35.495596,129.238008,390,20
쌍용하나빌리지206,35.494263,129.239222,12,6
쌍용하나빌리지종점,35.495596,129.238008,252,5
상정마을회관,35.494303,129.266249,8,2
반정마을,35.499986,129.241775,5,1
상정마을,35.495627,129.258091,2,0
율리,35.530727,129.248528,350,104
울주군청정문,35.521789,129.243228,32,11
영해마을,35.525559,129.245133,151,41
울주군청,35.521789,129.243228,102,33
문수초등학교,35.519879,129.242268,21,4
율현마을,35.509613,129.236668,20,7
문수데시앙3단지,35.525887,129.243711,27,5
안영축종점,35.529197,129.229427,3,0
안영축,35.529197,129.229427,1,1
영축사지,35.530016,129.233916,10,0
낭지교,35.528915,129.237901,4,0
영해노인회관,35.527309,129.241053,11,0
문수초등학교정문,35.519879,129.242268,1,0
신촌마을,35.468034,129.320971,28,12
용암마을,35.469456,129.316343,15,9
용연유수지,35.480165,129.333546,4,3
화학재난합동방재센터,35.474574,129.330103,3,0
마산입구,35.537761,129.121611,116,22
벌장,35.545985,129.114163,91,16
작천정입구,35.550865,129.102304,83,15
울산산업고등학교,35.553749,129.117666,146,30
동문디이스트,35.557922,129.131825,39,8
우성스마트시티뷰,35.559136,129.128036,43,4
울산전시컨벤션센터(UECO),35.555803,129.13283,4,7
서울산보람병원,35.559285,129.120984,104,27
상평마을,35.562274,129.12183,34,12
작천교,35.548527,129.10829,4,1
센트레빌더테라스,35.555551,129.128509,3,1
영남알프스타운,35.543687,129.107308,77,4
삼남읍행정복지센터,35.541762,129.10749,42,7
언양병원,35.560579,129.125908,0,2
언삼교,35.563282,129.11664,18,6
부산은행,35.557734,129.119558,25,3
울주보건소,35.558353,129.113487,10,1
향교마을,35.556906,129.11499,5,0
소슬채아파트앞,35.55285,129.113504,6,1
청조공원,35.55351,129.112271,7,1
서부노인복지관,35.55652,129.112876,30,5
교동주공아파트,35.559848,129.113888,88,3
계룡리슈빌아파트,35.562384,129.11439,23,3
부일맨션,35.539203,129.104913,3,0
새진흥아파트,35.540145,129.106591,2,1
KTX울산역출발,35.550649,129.138841,1,0
가천,35.522843,129.096035,50,10
신안입구,35.5255,129.099384,16,1
공암,35.530354,129.102433,19,6
대원그린아파트,35.532375,129.104877,55,10
상천마을,35.518619,129.106733,1,0
지내마을,35.51852,129.095889,5,0
삼남중학교,35.523955,129.097649,78,3
신복회관,35.53194,129.11695,2,0
상천마을회관,35.519667,129.106752,3,0
신안마을회관앞,35.525502,129.107578,7,0
언양정비,35.52776,129.100532,3,3
지내,35.51852,129.095889,6,0
쌍수입구,35.540623,129.132632,6,0
KTX울산역,35.550649,129.138841,3650,959
삼남신화,35.538382,129.125906,9,1
마산,35.537761,129.121611,3,0
금아드림팰리스,35.54705,129.140352,101,24
중남초등학교,35.53693,129.108418,37,9
마산1길입구,35.538411,129.118605,5,0
웃마산,35.538766,129.115547,2,0
후평마을,35.543457,129.123864,3,0
방기초등학교,35.506988,129.092193,38,5
신흥마을입구,35.57552,129.131223,2,2
삼성SDI,35.51229,129.095766,43,7
이손요양병원,35.506147,129.091194,18,0
방기농협,35.50656,129.087715,6,0
삼아아파트,35.508142,129.084401,18,0
은진빌라,35.508516,129.081655,3,0
팰리스원,35.508731,129.080184,1,2
상방마을종점,35.581112,129.36589,4,0
상방경로당,35.510607,129.080515,1,0
청호빌라,35.510258,129.081583,1,0
23-6번지,35.509589,129.082525,2,0
보광사,35.508538,129.08338,7,0
삼성교회,35.50755,129.085682,13,0
동광카,35.504313,129.088453,3,2
방기,35.505281,129.089603,87,22
강당경로당,35.524406,129.093687,5,0
신리마을,35.597891,129.110353,4,2
서생농협,35.348121,129.323295,39,9
신암,35.346927,129.320518,6,0
신리삼거리,35.597891,129.110353,8,0
신리입구,35.597891,129.110353,2,0
서생면행정복지센터입구,35.34965,129.325198,46,11
신암입구,35.346927,129.320518,25,5
신리,35.597891,129.110353,20,3
서생교량,35.344238,129.303931,3,1
서생중학교,35.350746,129.329452,18,3
연산마을,35.343751,129.299729,6,6
서생농협구동지점,35.346161,129.294867,57,10
서생역앞,35.345575,129.293162,28,11
산자골,35.356038,129.346299,18,2
나사리,35.356799,129.343286,23,8
나사리입구,35.356799,129.343286,33,3
해연사,35.356566,129.344508,12,0
나사마을,35.357276,129.339678,2,1
나사해안길,35.356397,129.342118,6,0
해돋이경로당,35.353737,129.34731,4,2
바다펜션앞,35.354347,129.348634,3,1
나사출장소,35.355026,129.342673,1,0
화산장터,35.34918,129.295357,5,0
화산마을,35.358457,129.293236,2,0
송정마을,35.366269,129.353254,10,2
간절곶,35.359426,129.355264,42,13
평동,35.357945,129.35318,16,4
평동방파제입구,35.355354,129.354432,6,0
평동해안길,35.355507,129.358256,0,1
대송마을회관,35.361009,129.355532,5,0
울산기후위기대응교육센터,35.358936,129.357333,2,0
진하해수욕장입구,35.384577,129.343861,262,50
진하공영주차장,35.382042,129.341226,8,0
서생포왜성,35.386605,129.33805,13,6
솔개마을,35.373265,129.346507,7,2
대성농수산,35.370509,129.353033,3,2
진하해수욕장,35.384577,129.343861,1,0
내회,35.400023,129.313561,4,0
서생교,35.392458,129.332232,6,2
술마,35.396516,129.321111,4,2
술마교,35.402951,129.310913,1,0
양암,35.359679,129.295765,3,0
막곡마을,35.364972,129.299107,2,0
초천마을,35.466262,129.216257,3,0
석천마을,35.470607,129.234813,5,0
웅촌,35.464054,129.208756,536,102
웅촌면사무소,35.461552,129.206746,11,3
대진,35.455875,129.205709,10,12
서중회관,35.462822,129.202729,33,12
춘해보건대학교,35.459249,129.195556,329,21
웅촌LH아파트,35.457578,129.192652,49,7
웅촌면행정복지센터,35.46182,129.208974,64,10
웅촌목욕탕,35.462223,129.205232,12,2
웅촌초등학교,35.464633,129.208266,34,7
검단마을,35.456222,129.184635,2,0
새검단,35.456095,129.189341,6,1
덕현마을,35.46713,129.172767,1,0
암곡마을,35.463257,129.174822,9,0
검단분교,35.458249,129.177138,19,0
부전기도원,35.453299,129.179173,2,0
검단마을회관,35.460265,129.183607,4,0
검단공원,35.458702,129.180297,0,1
신암공단,35.473794,129.175451,2,0
신암마을회관,35.468919,129.172413,31,3
은하,35.457621,129.167162,5,0
서리,35.464399,129.164606,2,0
덕현,35.469617,129.165317,1,0
덕산,35.471078,129.16862,1,0
연답삼거리,35.442446,129.173093,25,4
와지,35.437261,129.175981,12,1
괴천,35.450778,129.175684,9,1
