stop_id,stop_name,lat,lon,boardings,alightings,demand,min_cityhall,min_samsan,min_taehwagang,min_ulsanuniv,min_hhi,min_uuh,min_ktx,min_eonyang,min_to_any_hub,mean_to_hubs,hubs_within_45min
E0189,신복교차로입구,35.54878159,129.2630239,1019,355,1374,28.0,38.0,44.0,6.0,77.0,85.0,56.0,62.0,6.0,49.5,4
E0190,남운프라자,35.55171123,129.2667184,902,343,1245,32.0,44.0,50.0,10.0,80.0,89.0,56.0,63.0,10.0,53.0,3
E0191,좋은삼정병원,35.55247602,129.2684714,413,318,731,31.0,44.0,50.0,7.0,81.0,90.0,55.0,64.0,7.0,52.75,3
E0192,신복교차로,35.54878159,129.2630239,2738,1840,4578,28.0,37.0,45.0,6.0,76.0,85.0,54.0,60.0,6.0,48.875,4
E0193,옥현주공아파트,35.54509843,129.2644145,299,201,500,31.0,40.0,47.0,5.0,77.0,87.0,58.0,58.0,5.0,50.375,3
E0194,성광여고,35.54168482,129.2643855,783,105,888,24.0,34.0,41.0,13.0,73.0,82.0,64.0,66.0,13.0,49.625,4
E0195,문수경기장입구,35.53806858,129.2600919,139,99,238,38.0,48.0,55.0,15.0,86.0,93.0,61.0,72.0,15.0,58.5,2
E0196,문수실버복지관,35.53559285,129.2509547,292,110,402,38.0,47.0,54.0,20.0,85.0,95.0,71.0,76.0,20.0,60.75,2
E0197,삼호지하차도,35.55396123,129.2673608,297,105,402,30.0,42.0,47.0,10.0,81.0,91.0,53.0,63.0,10.0,52.125,3
E0198,굴화주공아파트,35.55529762,129.2639748,1125,326,1451,28.0,40.0,46.0,10.0,77.0,87.0,53.0,62.0,10.0,50.375,3
E0199,문수경기장,35.53806858,129.2600919,202,95,297,38.0,48.0,55.0,14.0,86.0,94.0,57.0,69.0,14.0,57.625,2
E0200,삼호중학교,35.54984576,129.266066,108,92,200,32.0,43.0,50.0,9.0,80.0,89.0,58.0,61.0,9.0,52.75,3
E0201,삼호시영아파트,35.54937019,129.2722083,115,32,147,28.0,44.0,49.0,13.0,79.0,89.0,61.0,70.0,13.0,54.125,3
E0202,문수비스타동원앞,35.54926616,129.2737355,115,30,145,28.0,44.0,49.0,12.0,79.0,88.0,62.0,69.0,12.0,53.875,3
E0203,삼호철새마을,35.54738939,129.2788762,144,37,181,27.0,42.0,48.0,18.0,79.0,89.0,64.0,73.0,18.0,55.0,3
E0204,정광사,35.54634455,129.2831604,251,55,306,26.0,41.0,47.0,17.0,78.0,89.0,66.0,74.0,17.0,54.75,3
E0205,정광사입구,35.54634455,129.2831604,86,10,96,26.0,42.0,48.0,18.0,79.0,89.0,66.0,76.0,18.0,55.5,3
E0206,삼호철새공원,35.55102444,129.2779282,50,13,63,25.0,38.0,44.0,17.0,74.0,84.0,59.0,68.0,17.0,51.125,4
E0207,문수비스타동원입구,35.54926616,129.2737355,345,52,397,28.0,44.0,49.0,12.0,80.0,90.0,61.0,70.0,12.0,54.25,3
E0208,삼호,35.551931,129.2743811,188,45,233,28.0,43.0,49.0,16.0,80.0,89.0,63.0,72.0,16.0,55.0,3
E0209,무거초등학교,35.55290465,129.2542141,40,12,52,42.0,53.0,60.0,16.0,91.0,99.0,63.0,70.0,16.0,61.75,2
E0210,신복환승센터,35.55110632,129.2625933,452,221,673,35.0,45.0,52.0,12.0,82.0,90.0,50.0,54.0,12.0,52.5,3
E0211,두레마을,35.55314251,129.2636129,4,2,6,36.0,49.0,55.0,14.0,86.0,95.0,55.0,58.0,14.0,56.0,2
E0212,청구맨션,35.55255122,129.2552615,100,9,109,42.0,53.0,59.0,15.0,89.0,99.0,61.0,69.0,15.0,60.875,2
E0213,신복현대아파트,35.55194227,129.25443,261,19,280,42.0,52.0,59.0,16.0,90.0,99.0,62.0,69.0,16.0,61.125,2
E0214,벽산아파트,35.50727167,129.42138,527,163,690,65.0,59.0,53.0,83.0,22.0,20.0,,,20.0,50.333333333333336,2
E0215,무거중고교,35.53755309,129.2523324,7,1,8,35.0,45.0,52.0,20.0,84.0,95.0,70.0,77.0,20.0,59.75,3
E0216,우신고등학교,35.5384146,129.2522985,45,4,49,35.0,45.0,52.0,19.0,84.0,93.0,68.0,75.0,19.0,58.875,3
E0217,문수중학교,35.53922481,129.2573655,95,7,102,34.0,45.0,51.0,12.0,81.0,91.0,65.0,70.0,12.0,56.125,3
E0218,옥현주공3단지,35.53970415,129.259207,97,7,104,34.0,45.0,52.0,11.0,83.0,91.0,61.0,68.0,11.0,55.625,3
E0219,옥현중학교,35.54099242,129.262677,115,14,129,37.0,48.0,55.0,11.0,86.0,95.0,64.0,70.0,11.0,58.25,2
E0220,옥현주공2단지,35.54251864,129.2616351,110,10,120,34.0,44.0,51.0,8.0,81.0,89.0,60.0,65.0,8.0,54.0,3
E0221,옥현주공1단지,35.54496958,129.2616334,111,109,220,33.0,43.0,49.0,3.0,82.0,91.0,58.0,62.0,3.0,52.625,3
E0222,쇠정사거리,35.54627731,129.2621826,124,46,170,32.0,41.0,48.0,4.0,78.0,89.0,58.0,65.0,4.0,51.875,3
E0223,해연공원앞,35.55027169,129.2625274,321,56,377,31.0,41.0,48.0,7.0,80.0,89.0,55.0,64.0,7.0,51.875,3
E0224,무거동행정복지센터앞,35.55086176,129.2603303,48,27,75,35.0,46.0,53.0,10.0,83.0,91.0,59.0,66.0,10.0,55.375,2
E0225,신세대아파트,35.5523244,129.2590639,127,24,151,37.0,47.0,54.0,11.0,84.0,94.0,59.0,67.0,11.0,56.625,2
E0226,한라2차아파트,35.55328865,129.2575757,105,25,130,38.0,48.0,55.0,11.0,86.0,96.0,57.0,65.0,11.0,57.0,2
E0227,아성아파트,35.55061657,129.2545635,40,7,47,42.0,53.0,60.0,16.0,91.0,99.0,64.0,72.0,16.0,62.125,2
E0228,신복초등학교,35.54956414,129.254916,109,11,120,41.0,51.0,58.0,14.0,90.0,98.0,65.0,72.0,14.0,61.125,2
E0229,무거현대,35.54786791,129.2546965,56,5,61,42.0,52.0,59.0,11.0,90.0,99.0,67.0,74.0,11.0,61.75,2
E0230,롯데캐슬,35.54831877,129.2543733,461,95,556,43.0,54.0,61.0,13.0,91.0,100.0,64.0,75.0,13.0,62.625,2
E0231,문수펠리스후문,35.54967443,129.2559647,21,4,25,40.0,50.0,56.0,12.0,87.0,95.0,64.0,71.0,12.0,59.375,2
E0232,서울산새마을금고,35.54939181,129.2578727,29,6,35,37.0,47.0,54.0,9.0,85.0,94.0,63.0,71.0,9.0,57.5,2
E0233,무거시장,35.54844725,129.2593496,28,11,39,34.0,44.0,51.0,7.0,81.0,90.0,60.0,68.0,7.0,54.375,3
E0234,협성현대럭키아파트,35.54079036,129.2530712,21,2,23,38.0,48.0,55.0,17.0,86.0,94.0,68.0,77.0,17.0,60.375,2
E0235,코아아파트,35.54149761,129.2544404,12,0,12,36.0,46.0,53.0,15.0,85.0,93.0,65.0,74.0,15.0,58.375,2
E0236,과학대후문,35.49787036,129.4177703,3,0,3,65.0,58.0,53.0,80.0,27.0,25.0,,,25.0,51.333333333333336,2
E0237,울산과학대,35.54062859,129.2571404,5,8,13,33.0,43.0,50.0,11.0,81.0,90.0,61.0,70.0,11.0,54.875,3
E0238,문수고등학교,35.55536578,129.2659339,1,7,8,32.0,46.0,49.0,15.0,83.0,92.0,54.0,62.0,15.0,54.125,2
E0239,공원묘지입구,35.5371085,129.2791456,57,28,85,21.0,30.0,36.0,16.0,70.0,79.0,70.0,71.0,16.0,49.125,4
E0240,옥동중학교,35.53592284,129.2860387,285,83,368,20.0,30.0,37.0,15.0,70.0,80.0,65.0,65.0,15.0,47.75,4
E0241,법원,35.53856259,129.286156,2698,539,3237,24.0,34.0,42.0,24.0,73.0,83.0,74.0,76.0,24.0,53.75,4
E0242,옥동초등학교,35.53403701,129.2958651,1857,417,2274,12.0,23.0,30.0,22.0,63.0,73.0,72.0,75.0,12.0,46.25,4
E0243,보건환경연구원,35.5385921,129.270913,2,11,13,32.0,43.0,49.0,9.0,81.0,91.0,63.0,66.0,9.0,54.25,3
E0244,울산대공원남문,35.52611505,129.2858254,15,5,20,33.0,44.0,51.0,26.0,83.0,92.0,78.0,82.0,26.0,61.125,3
E0245,중간갈티마을입구,35.52032795,129.2953566,5,4,9,30.0,40.0,47.0,31.0,79.0,89.0,86.0,88.0,30.0,61.25,3
E0246,시립문수궁도장입구,35.51820905,129.3004955,18,9,27,23.0,34.0,41.0,34.0,73.0,83.0,85.0,90.0,23.0,57.875,4
E0247,갈현마을회관,35.52352858,129.2890292,11,7,18,31.0,41.0,49.0,27.0,80.0,89.0,79.0,83.0,27.0,59.875,3
E0248,갈티마을입구,35.52730095,129.2731509,6,4,10,44.0,54.0,60.0,21.0,92.0,100.0,71.0,77.0,21.0,64.875,2
E0249,법조타운삼거리,35.53753658,129.2835583,9,0,9,22.0,31.0,38.0,21.0,70.0,80.0,71.0,70.0,21.0,50.375,4
E0250,구법원,35.53747723,129.2878658,13,0,13,21.0,31.0,38.0,20.0,69.0,80.0,70.0,72.0,20.0,50.125,4
E0251,천호탕,35.53696225,129.289301,290,49,339,22.0,32.0,39.0,19.0,70.0,80.0,70.0,72.0,19.0,50.5,4
E0252,서강파크,35.53826949,129.2887099,78,5,83,23.0,33.0,41.0,22.0,73.0,82.0,72.0,74.0,22.0,52.5,4
E0253,옥동현대아파트,35.53984086,129.2902337,157,18,175,25.0,36.0,42.0,26.0,74.0,84.0,75.0,77.0,25.0,54.875,4
E0254,신정중학교,35.5410978,129.2925489,157,10,167,24.0,37.0,43.0,27.0,76.0,86.0,75.0,80.0,24.0,56.0,4
E0255,대륙2차현대아파트,35.5412972,129.2944875,61,4,65,22.0,34.0,42.0,28.0,74.0,83.0,78.0,81.0,22.0,55.25,4
E0256,도성아파트,35.53774326,129.2970652,12,0,12,21.0,31.0,38.0,26.0,71.0,80.0,76.0,78.0,21.0,52.625,4
E0257,남산초등학교,35.53590421,129.2960752,24,8,32,17.0,28.0,35.0,23.0,66.0,77.0,73.0,74.0,17.0,49.125,4
E0258,옥동공영주차장앞,35.53338667,129.294004,13,1,14,17.0,26.0,34.0,22.0,67.0,77.0,72.0,74.0,17.0,48.625,4
E0259,울산대공원정문로터리,35.53182413,129.2933795,47,0,47,19.0,29.0,36.0,25.0,68.0,79.0,76.0,78.0,19.0,51.25,4
E0260,영남빌라,35.53148333,129.2957314,10,2,12,18.0,28.0,35.0,27.0,68.0,78.0,77.0,78.0,18.0,51.125,4
E0261,롯데인벤스가,35.53088992,129.2971558,14,0,14,19.0,30.0,36.0,26.0,68.0,79.0,77.0,80.0,19.0,51.875,4
E0262,효성아파트,35.5298243,129.2977418,16,0,16,22.0,32.0,39.0,29.0,72.0,81.0,78.0,79.0,22.0,54.0,4
E0263,롯데인베스가,35.530858,129.2973181,3,0,3,19.0,30.0,37.0,27.0,70.0,79.0,77.0,78.0,19.0,52.125,4
E0264,대공원,35.5318657,129.2937066,13,3,16,18.0,28.0,35.0,25.0,67.0,78.0,75.0,79.0,18.0,50.625,4
E0265,옥동중학교앞,35.53592284,129.2860387,17,1,18,20.0,30.0,37.0,15.0,68.0,79.0,66.0,67.0,15.0,47.75,4
E0266,서광아파트입구,35.51405558,129.3096333,393,114,507,17.0,29.0,35.0,40.0,69.0,80.0,84.0,92.0,17.0,55.75,4
E0267,상개동크로바아파트,35.50749439,129.3088043,315,54,369,21.0,32.0,39.0,43.0,72.0,81.0,87.0,94.0,21.0,58.625,4
E0268,두왕사거리,35.50575212,129.3089357,178,40,218,22.0,33.0,40.0,44.0,72.0,82.0,89.0,94.0,22.0,59.5,4
E0269,두왕다리,35.4978917,129.3060838,51,32,83,30.0,43.0,50.0,52.0,80.0,89.0,96.0,103.0,30.0,67.875,2
E0270,대공원호반베르디움,35.51507134,129.294099,305,66,371,25.0,36.0,43.0,31.0,75.0,83.0,82.0,89.0,25.0,58.0,4
E0271,산학융합지구캠퍼스,35.51300126,129.295894,259,47,306,25.0,35.0,43.0,32.0,76.0,86.0,85.0,89.0,25.0,58.875,4
E0272,대경산전,35.50486504,129.3042065,4,2,6,33.0,45.0,52.0,47.0,85.0,93.0,96.0,102.0,33.0,69.125,2
E0273,한국생산기술연구원,35.51224342,129.303152,2,0,2,34.0,45.0,52.0,46.0,84.0,94.0,98.0,102.0,34.0,69.375,2
E0274,한국에너지기술연구원,35.51093187,129.3002694,0,1,1,32.0,43.0,50.0,42.0,82.0,92.0,93.0,99.0,32.0,66.625,3
E0275,두왕초등학교,35.51440447,129.2936353,2,2,4,26.0,37.0,44.0,32.0,77.0,86.0,84.0,88.0,26.0,59.25,4
E0276,신정시장,35.54329731,129.3110262,4723,1788,6511,6.0,21.0,27.0,28.0,60.0,71.0,69.0,77.0,6.0,44.875,4
E0277,시청,35.53763657,129.3103481,3126,1286,4412,7.0,23.0,28.0,31.0,62.0,73.0,72.0,80.0,7.0,47.0,4
E0278,달동사거리,35.53563596,129.3311399,1650,724,2374,20.0,15.0,22.0,41.0,53.0,65.0,86.0,89.0,15.0,48.875,4
E0279,공업탑,35.53301001,129.3097744,7439,4468,11907,12.0,22.0,29.0,24.0,62.0,72.0,75.0,76.0,12.0,46.5,4
E0280,올림푸스아파트,35.53197519,129.3098456,204,34,238,8.0,19.0,26.0,30.0,60.0,71.0,74.0,81.0,8.0,46.125,4
E0281,동서오거리,35.53069668,129.3152811,349,150,499,10.0,24.0,30.0,33.0,64.0,73.0,77.0,83.0,10.0,49.25,4
E0282,중앙중학교,35.52654035,129.3174498,260,57,317,16.0,27.0,33.0,34.0,68.0,74.0,81.0,87.0,16.0,52.5,4
E0283,신정고등학교,35.53277035,129.3030629,892,213,1105,10.0,20.0,27.0,24.0,60.0,71.0,74.0,77.0,10.0,45.375,4
E0284,수암시장,35.52792702,129.3207326,1327,434,1761,15.0,25.0,34.0,35.0,66.0,70.0,81.0,87.0,15.0,51.625,4
E0285,문화예술회관,35.54312858,129.3253431,464,299,763,19.0,13.0,19.0,40.0,52.0,64.0,83.0,89.0,13.0,47.375,4
E0286,태화로터리,35.54653637,129.3072783,563,229,792,12.0,26.0,32.0,30.0,65.0,75.0,70.0,83.0,12.0,49.125,4
E0287,신정1동행정복지센터,35.54176146,129.3059693,127,59,186,14.0,25.0,32.0,35.0,66.0,77.0,76.0,84.0,14.0,51.125,4
E0288,산업은행,35.53745386,129.3058205,192,46,238,13.0,27.0,34.0,33.0,66.0,76.0,77.0,84.0,13.0,51.25,4
E0289,신정2동행정복지센터입구,35.53388128,129.3067875,189,114,303,13.0,23.0,30.0,29.0,62.0,74.0,75.0,80.0,13.0,48.25,4
E0290,시청후문,35.53763657,129.3103481,60,62,122,7.0,23.0,29.0,29.0,64.0,75.0,73.0,81.0,7.0,47.625,4
E0291,신일중학교,35.52435769,129.3115286,35,55,90,21.0,31.0,38.0,38.0,71.0,81.0,86.0,92.0,21.0,57.25,4
E0292,농업인회관,35.53674336,129.3079278,72,31,103,11.0,25.0,31.0,33.0,65.0,76.0,76.0,82.0,11.0,49.875,4
E0293,루첸아파트,35.53176087,129.3152252,307,104,411,11.0,22.0,29.0,31.0,62.0,71.0,76.0,85.0,11.0,48.375,4
E0294,태화강전망대,35.54414856,129.295363,6,7,13,30.0,44.0,50.0,22.0,81.0,91.0,71.0,81.0,22.0,58.75,3
E0295,크로바아파트,35.54634853,129.3035797,26,8,34,15.0,30.0,36.0,32.0,67.0,78.0,74.0,85.0,15.0,52.125,4
E0296,십리대밭교,35.54924984,129.3062409,137,47,184,13.0,27.0,33.0,28.0,65.0,76.0,71.0,81.0,13.0,49.25,4
E0297,한전,35.54073951,129.3232919,61,14,75,18.0,20.0,26.0,37.0,60.0,71.0,84.0,89.0,18.0,50.625,4
E0298,한국노총,35.53979014,129.3195424,43,10,53,13.0,23.0,29.0,36.0,62.0,73.0,80.0,85.0,13.0,50.125,4
E0299,상공회의소,35.53866827,129.3152258,47,20,67,7.0,23.0,30.0,33.0,62.0,73.0,75.0,84.0,7.0,48.375,4
E0300,KBS방송국,35.54373298,129.3250739,5,21,26,21.0,14.0,21.0,40.0,54.0,66.0,83.0,91.0,14.0,48.75,4
E0301,도성아파트후문,35.53774326,129.2970652,60,9,69,20.0,31.0,38.0,26.0,71.0,81.0,76.0,78.0,20.0,52.625,4
E0302,올림푸스아파트4동,35.52959688,129.2996872,28,1,29,22.0,32.0,39.0,29.0,71.0,80.0,78.0,81.0,22.0,54.0,4
E0303,금란유치원,35.52995484,129.3047879,3,4,7,20.0,31.0,38.0,37.0,70.0,79.0,85.0,89.0,20.0,56.125,4
E0304,중앙병원,35.53200901,129.3057257,7,10,17,13.0,24.0,31.0,27.0,65.0,75.0,76.0,80.0,13.0,48.875,4
E0305,신정현대홈타운4단지,35.5312731,129.3223734,60,10,70,19.0,23.0,33.0,38.0,66.0,74.0,84.0,88.0,19.0,53.125,4
E0306,미소지움아파트,35.53135605,129.3205804,48,5,53,17.0,24.0,32.0,35.0,67.0,75.0,82.0,88.0,17.0,52.5,4
E0307,미소지움입구,35.53086433,129.3182368,49,8,57,14.0,23.0,30.0,33.0,63.0,72.0,79.0,84.0,14.0,49.75,4
E0308,문수로아이파크,35.53778303,129.2972985,6,2,8,21.0,32.0,38.0,27.0,71.0,81.0,77.0,80.0,21.0,53.375,4
E0309,신정시장사거리,35.54233404,129.3128077,49,39,88,6.0,25.0,31.0,33.0,64.0,74.0,74.0,83.0,6.0,48.75,4
E0310,울산공고,35.54289767,129.314945,42,8,50,10.0,26.0,32.0,35.0,65.0,76.0,74.0,85.0,10.0,50.375,4
E0311,신정5동행정복지센터앞,35.544093,129.3194762,33,8,41,17.0,24.0,31.0,41.0,63.0,74.0,82.0,92.0,17.0,53.0,4
E0312,극동스타클래스,35.64017932,129.3483162,322,45,367,63.0,63.0,57.0,76.0,86.0,95.0,116.0,,57.0,79.42857142857143,0
E0313,울산공고정문,35.54289767,129.314945,5,1,6,10.0,26.0,33.0,35.0,65.0,76.0,77.0,84.0,10.0,50.75,4
E0314,푸른아파트앞,35.5405698,129.2986584,111,2,113,19.0,32.0,39.0,31.0,73.0,81.0,81.0,80.0,19.0,54.5,4
E0315,우주가든,35.54055204,129.3001994,40,12,52,21.0,34.0,40.0,34.0,72.0,82.0,80.0,85.0,21.0,56.0,4
E0316,은월아파트,35.54015334,129.3027956,136,28,164,17.0,30.0,37.0,36.0,69.0,80.0,80.0,85.0,17.0,54.25,4
E0317,축협,35.54115131,129.3082456,137,20,157,9.0,27.0,34.0,34.0,67.0,77.0,77.0,82.0,9.0,50.875,4
E0318,남부신협,35.54156344,129.3105465,214,47,261,6.0,24.0,31.0,31.0,64.0,74.0,71.0,80.0,6.0,47.625,4
E0319,풍진힐그린타운,35.54509733,129.3115726,57,45,102,8.0,23.0,30.0,32.0,63.0,73.0,75.0,82.0,8.0,48.25,4
E0320,남부교회,35.54561438,129.3135651,85,10,95,11.0,25.0,32.0,34.0,66.0,77.0,75.0,83.0,11.0,50.375,4
E0321,신정3동행정복지센터입구,35.54611724,129.3154974,151,16,167,14.0,27.0,35.0,38.0,67.0,77.0,78.0,86.0,14.0,52.75,4
E0322,강남고등학교,35.54679697,129.3186668,221,28,249,17.0,24.0,34.0,41.0,64.0,75.0,81.0,88.0,17.0,53.0,4
E0323,남경노블랜드,35.54749917,129.3213783,186,23,209,17.0,21.0,31.0,41.0,64.0,75.0,81.0,91.0,17.0,52.625,4
E0324,울산병원,35.54615356,129.3221912,79,15,94,19.0,20.0,28.0,43.0,59.0,71.0,83.0,91.0,19.0,51.75,4
E0325,신한로얄멤버스아파트,35.53997731,129.3041582,16,9,25,15.0,30.0,36.0,37.0,69.0,80.0,79.0,85.0,15.0,53.875,4
E0326,오성아파트앞,35.54049808,129.2989348,13,0,13,19.0,33.0,39.0,32.0,73.0,81.0,80.0,83.0,19.0,55.0,4
E0327,목련아파트,35.5394004,129.300934,13,1,14,18.0,31.0,38.0,32.0,70.0,80.0,78.0,81.0,18.0,53.5,4
E0328,평화시장,35.53885187,129.3027709,35,11,46,17.0,29.0,36.0,33.0,68.0,78.0,79.0,85.0,17.0,53.125,4
E0329,문수로2차아이파크,35.53670843,129.3032963,40,4,44,16.0,27.0,33.0,29.0,66.0,76.0,78.0,81.0,16.0,50.75,4
E0330,넝쿨아파트,35.53660956,129.3011112,27,2,29,16.0,27.0,34.0,29.0,66.0,76.0,78.0,83.0,16.0,51.125,4
E0331,중앙공원,35.54725395,129.3130281,14,2,16,14.0,28.0,34.0,34.0,66.0,77.0,75.0,86.0,14.0,51.75,4
E0332,센트럴하이츠,35.54789168,129.3149671,32,2,34,16.0,27.0,36.0,36.0,68.0,77.0,78.0,89.0,16.0,53.375,4
E0333,에쓰오일사택,35.53785067,129.3010282,35,4,39,18.0,30.0,36.0,29.0,70.0,79.0,79.0,82.0,18.0,52.875,4
E0334,옥동초등학교후문,35.53403701,129.2958651,33,8,41,13.0,23.0,30.0,22.0,62.0,73.0,73.0,76.0,13.0,46.5,4
E0335,문수로2차아이파크1단지,35.5358194,129.3023073,22,2,24,16.0,28.0,35.0,27.0,67.0,77.0,78.0,79.0,16.0,50.875,4
E0336,롯데마트,35.23916902,129.0927024,1515,700,2215,,,,,,,,,,,0
E0337,강남초등학교,35.5358198,129.3205483,1581,423,2004,8.0,16.0,24.0,29.0,56.0,68.0,73.0,76.0,8.0,43.75,4
E0338,달동현대아파트,35.53630572,129.3237411,579,227,806,12.0,11.0,18.0,32.0,49.0,62.0,78.0,83.0,11.0,43.125,4
E0339,번영사거리,35.53939287,129.3274568,1358,431,1789,17.0,14.0,22.0,37.0,54.0,67.0,82.0,87.0,14.0,47.5,4
E0340,목화예식장,35.5378938,129.3307046,662,697,1359,15.0,8.0,15.0,35.0,46.0,58.0,80.0,85.0,8.0,42.75,4
E0341,현대백화점사거리,35.53850856,129.3339577,2937,1017,3954,17.0,5.0,14.0,38.0,45.0,58.0,82.0,87.0,5.0,43.25,5
E0342,좋은의사들안과병원,35.53817534,129.330419,1437,215,1652,12.0,10.0,18.0,32.0,50.0,61.0,77.0,81.0,10.0,42.625,4
E0343,하나이비인후과병원,35.53650722,129.3231858,757,136,893,9.0,15.0,21.0,29.0,54.0,66.0,75.0,80.0,9.0,43.625,4
E0344,번영로코아루,35.53990018,129.3267058,84,24,108,17.0,17.0,24.0,37.0,57.0,67.0,82.0,85.0,17.0,48.25,4
E0345,달동주공,35.53443844,129.326211,138,52,190,17.0,16.0,25.0,37.0,57.0,70.0,82.0,87.0,16.0,48.875,4
E0346,도산사거리,35.53291581,129.3296818,16,3,19,22.0,18.0,27.0,42.0,59.0,69.0,87.0,92.0,18.0,52.0,4
E0347,문화예술회관앞,35.54312858,129.3253431,328,83,411,20.0,13.0,19.0,40.0,53.0,64.0,83.0,91.0,13.0,47.875,4
E0348,태화중학교,35.53167054,129.3413049,29,19,48,29.0,15.0,20.0,50.0,54.0,66.0,91.0,98.0,15.0,52.875,3
E0349,우방아파트,35.63832227,129.3241587,127,22,149,74.0,75.0,70.0,71.0,96.0,107.0,119.0,,70.0,87.42857142857143,0
E0350,문화공원앞,35.54197762,129.3278529,64,32,96,19.0,17.0,24.0,38.0,56.0,68.0,82.0,90.0,17.0,49.25,4
E0351,삼산선경아파트,35.54384939,129.3342813,136,23,159,22.0,9.0,22.0,41.0,57.0,67.0,85.0,94.0,9.0,49.625,4
E0352,광로교,35.53245338,129.3311786,14,7,21,25.0,16.0,26.0,44.0,58.0,69.0,88.0,92.0,16.0,52.25,4
E0353,신정현대홈타운,35.5316544,129.323651,67,19,86,18.0,19.0,29.0,38.0,61.0,71.0,83.0,89.0,18.0,51.0,4
E0354,어울림아파트,35.53118034,129.3253378,11,3,14,21.0,21.0,31.0,41.0,64.0,74.0,85.0,89.0,21.0,53.25,4
E0355,동평교회,35.53049428,129.3274478,11,5,16,23.0,21.0,31.0,41.0,63.0,72.0,87.0,93.0,21.0,53.875,4
E0356,롯데마트앞,35.23916902,129.0927024,69,10,79,,,,,,,,,,,0
E0357,남구문화원,35.54590931,129.326888,176,39,215,19.0,17.0,26.0,42.0,59.0,69.0,82.0,91.0,17.0,50.625,4
E0358,남울산우체국,35.54643782,129.3288091,86,31,117,19.0,16.0,26.0,43.0,58.0,69.0,82.0,93.0,16.0,50.75,4
E0359,대현중학교,35.54306324,129.3354516,152,61,213,21.0,5.0,20.0,41.0,53.0,65.0,85.0,92.0,5.0,47.75,4
E0360,현대백화점,35.54058394,129.3353271,441,265,706,21.0,3.0,20.0,41.0,52.0,64.0,85.0,90.0,3.0,47.0,4
E0361,동평중학교,35.53362293,129.3242498,79,17,96,17.0,16.0,26.0,38.0,58.0,70.0,83.0,88.0,16.0,49.5,4
E0362,달동주공아파트단지내,35.53443844,129.326211,208,23,231,17.0,18.0,25.0,37.0,59.0,69.0,82.0,88.0,17.0,49.375,4
E0363,숭의빌딩,35.53634222,129.3350577,22,15,37,21.0,9.0,20.0,42.0,50.0,63.0,86.0,92.0,9.0,47.875,4
E0364,삼성자동차학원,35.53367381,129.3367288,1,1,2,26.0,14.0,23.0,46.0,56.0,67.0,92.0,95.0,14.0,52.375,3
E0365,달동현대아파트앞,35.53630572,129.3237411,1,3,4,12.0,11.0,18.0,32.0,51.0,62.0,78.0,83.0,11.0,43.375,4
E0366,목화예식장앞,35.5378938,129.3307046,0,18,18,15.0,8.0,15.0,35.0,47.0,58.0,80.0,86.0,8.0,43.0,4
E0367,시외고속버스터미널,35.53930206,129.3381689,2262,1287,3549,17.0,7.0,12.0,37.0,45.0,56.0,82.0,89.0,7.0,43.125,5
E0368,농수산물도매시장,35.54008988,129.3419168,1275,639,1914,16.0,9.0,16.0,37.0,47.0,59.0,82.0,86.0,9.0,44.0,4
E0369,태화강역,35.53937,129.35194,3208,1533,4741,23.0,16.0,5.0,44.0,44.0,55.0,87.0,93.0,5.0,45.875,5
E0370,강변벽산아파트,35.54554292,129.3399763,356,140,496,24.0,13.0,22.0,43.0,55.0,65.0,84.0,94.0,13.0,50.0,4
E0371,보람병원입구,35.5415778,129.3391734,1406,563,1969,19.0,8.0,16.0,38.0,49.0,60.0,82.0,88.0,8.0,45.0,4
E0372,고속버스터미널,35.53771055,129.3396219,529,160,689,20.0,8.0,16.0,41.0,50.0,59.0,85.0,90.0,8.0,46.125,4
E0373,현대문화아파트1차,35.53339069,129.3424089,82,18,100,26.0,13.0,15.0,47.0,49.0,59.0,89.0,97.0,13.0,49.375,3
E0374,울산도서관,35.53413442,129.345604,66,40,106,28.0,17.0,15.0,48.0,50.0,61.0,91.0,99.0,15.0,51.125,3
E0375,한화꿈에그린,35.53595492,129.3482823,35,20,55,27.0,19.0,15.0,48.0,48.0,60.0,90.0,96.0,15.0,50.375,3
E0376,시외버스터미널,35.53511115,129.3408992,46,32,78,25.0,10.0,19.0,45.0,51.0,63.0,87.0,93.0,10.0,49.125,4
E0377,울산세무서,35.53603451,129.3463707,57,9,66,25.0,15.0,14.0,46.0,48.0,61.0,88.0,95.0,14.0,49.0,3
E0378,공구월드,35.53601769,129.3421599,80,30,110,24.0,12.0,19.0,44.0,51.0,62.0,88.0,93.0,12.0,49.125,4
E0379,평창3차아파트,35.54439223,129.3369435,114,26,140,21.0,9.0,19.0,41.0,55.0,65.0,85.0,93.0,9.0,48.5,4
E0380,한국산업단지공단,35.54138576,129.3443414,7,3,10,22.0,15.0,15.0,43.0,48.0,59.0,86.0,91.0,15.0,47.375,4
E0381,평창아데라움,35.54369858,129.3458799,85,24,109,25.0,17.0,14.0,45.0,51.0,63.0,88.0,94.0,14.0,49.625,4
E0382,세양청구,35.54331135,129.3505569,112,27,139,26.0,20.0,7.0,47.0,48.0,60.0,90.0,98.0,7.0,49.5,3
