simple_all_29,employment_weighted_emp_positive,simple_emp_positive,valid_n,valid_weighted,valid_45,valid_60,emp_positive_n,zero_blank_n
91.64137931034483,86.68733542972264,92.415,14,86.66955016776872,0,0,20,9
